-5.9800,0.5700,-8.3900,-0.0900,-0.0000,-0.0000
-6.0500,0.4500,-8.4400,-0.0800,-0.0100,0.0100
-5.9800,0.5000,-8.5000,-0.0600,-0.0400,0.0000
-5.9200,0.4700,-8.4800,-0.0400,0.0200,0.0200
-6.0500,0.4400,-8.5800,-0.0400,0.0400,0.0200
-5.9500,0.4700,-8.4300,-0.0400,0.0300,0.0000
-6.0000,0.5100,-8.4900,-0.0600,0.0600,0.0000
-5.9800,0.5100,-8.3900,-0.0700,0.0200,-0.0100
-6.0600,0.5200,-8.4100,-0.0900,0.0200,-0.0100
-6.0700,0.4700,-8.4400,-0.1000,-0.0400,-0.0200
-5.8700,0.4100,-8.5100,-0.0800,0.0100,0.0000
-6.0200,0.4500,-8.4300,-0.0600,0.0200,0.0100
-6.0300,0.3900,-8.5500,-0.0300,0.0300,0.0200
-5.9900,0.5300,-8.4200,-0.0300,0.0200,0.0100
-5.8800,0.5300,-8.4700,-0.0300,0.0700,0.0100
-6.1200,0.5200,-8.4500,-0.0600,0.0400,-0.0000
-6.0300,0.5100,-8.4700,-0.0900,0.0200,-0.0100
-6.0500,0.4900,-8.4700,-0.1000,-0.0100,-0.0100
-5.9700,0.4300,-8.4800,-0.0900,0.0100,-0.0000
-6.0000,0.3700,-8.4400,-0.0700,0.0000,0.0100
-5.9900,0.4400,-8.4500,-0.0400,0.0000,0.0100
-5.9500,0.4600,-8.4700,-0.0300,0.0100,0.0100
-5.9900,0.4900,-8.4200,-0.0300,0.0500,0.0200
-6.0400,0.5200,-8.3700,-0.0400,0.0400,0.0000
-5.9600,0.5300,-8.4000,-0.0700,0.0500,-0.0100
-6.1300,0.5200,-8.5100,-0.1100,-0.0000,-0.0200
-5.9300,0.4600,-8.3800,-0.1100,-0.0200,-0.0200
-6.0600,0.4100,-8.4900,-0.0900,-0.0100,-0.0100
-5.9200,0.4300,-8.4700,-0.0600,-0.0200,0.0000
-6.0000,0.4900,-8.5000,-0.0400,0.0100,0.0200
-6.0100,0.4700,-8.5500,-0.0200,0.0400,0.0200
-5.9500,0.5400,-8.4100,-0.0400,0.0700,0.0200
-6.1000,0.5700,-8.5500,-0.0600,0.0400,0.0000
-6.0900,0.5200,-8.3800,-0.1000,-0.0100,-0.0200
-5.9800,0.4700,-8.4600,-0.1100,-0.0100,-0.0100
-6.0400,0.4100,-8.5200,-0.0800,-0.0200,-0.0000
-5.9200,0.4700,-8.5500,-0.0500,-0.0200,0.0100
-5.9500,0.4800,-8.5400,-0.0300,0.0200,0.0200
-6.0000,0.5100,-8.4900,-0.0400,0.0600,0.0100
-6.0500,0.5500,-8.4100,-0.0600,0.0700,0.0000
-6.0000,0.4800,-8.4200,-0.0700,0.0300,-0.0100
-6.0400,0.5200,-8.4000,-0.0800,0.0100,-0.0200
-6.0100,0.4600,-8.4200,-0.0900,-0.0000,-0.0000
-5.9600,0.4500,-8.4200,-0.0700,-0.0300,0.0000
-5.9500,0.4900,-8.4700,-0.0500,0.0000,0.0100
-5.9700,0.4900,-8.5800,-0.0400,0.0300,0.0300
-6.0000,0.5100,-8.4800,-0.0400,0.0600,0.0100
-6.0300,0.5100,-8.3100,-0.0600,0.0500,-0.0100
-6.0800,0.4600,-8.4100,-0.0700,0.0500,0.0000
-6.1100,0.4500,-8.3800,-0.0700,0.0000,-0.0100
-6.0000,0.4700,-8.4400,-0.0600,-0.0200,-0.0000
-5.9700,0.3700,-8.5500,-0.0600,-0.0400,0.0100
-5.9700,0.5100,-8.4300,-0.0600,0.0200,0.0100
-6.0500,0.5600,-8.5400,-0.0700,0.0300,0.0000
-5.9300,0.5100,-8.5100,-0.0700,0.0500,-0.0000
-6.0100,0.4500,-8.3700,-0.0700,0.0500,-0.0200
-6.0500,0.4900,-8.4200,-0.0700,0.0400,-0.0100
-6.0800,0.4400,-8.4300,-0.0600,-0.0200,-0.0100
-6.0300,0.4400,-8.5100,-0.0500,-0.0200,0.0100
-5.9400,0.4700,-8.5700,-0.0500,-0.0400,0.0200
-5.9500,0.5400,-8.5300,-0.0600,0.0100,0.0200
-5.9400,0.5500,-8.4500,-0.0800,0.0400,0.0000
-5.9900,0.4300,-8.4100,-0.0900,0.0400,-0.0100
-6.0300,0.4100,-8.5400,-0.0500,0.0500,-0.0200
-5.9800,0.4900,-8.3800,-0.0400,0.0100,-0.0200
-6.0500,0.4900,-8.5100,-0.0700,0.0100,0.0000
-6.0500,0.5100,-8.5300,-0.0900,-0.0300,-0.0000
-5.9800,0.3200,-8.5200,-0.0700,-0.0100,0.0200
-6.0300,0.4600,-8.5000,-0.0200,0.0300,0.0300
-6.0200,0.4500,-8.5400,-0.0200,0.0500,0.0100
-6.0000,0.5800,-8.3900,-0.0600,0.0200,-0.0100
-5.9900,0.5200,-8.4800,-0.0900,0.0500,-0.0200
-5.9500,0.4600,-8.4400,-0.0800,0.0200,-0.0100
-6.0000,0.4200,-8.5000,-0.0500,0.0100,0.0100
-6.0100,0.4500,-8.4900,-0.0400,-0.0000,0.0100
-5.9600,0.5100,-8.4500,-0.0700,0.0000,0.0200
-6.0800,0.5200,-8.5900,-0.0800,0.0200,0.0100
-5.9800,0.4900,-8.3900,-0.0600,-0.0100,-0.0200
-5.9500,0.4800,-8.5100,-0.0500,0.0400,0.0000
-6.0400,0.5100,-8.3600,-0.0500,0.0500,-0.0000
-6.0100,0.4900,-8.3900,-0.0700,0.0500,-0.0000
-6.0600,0.5100,-8.5200,-0.0800,-0.0100,-0.0000
-5.9000,0.4500,-8.4400,-0.0700,-0.0100,0.0100
-5.9500,0.4700,-8.4100,-0.0700,0.0100,0.0100
-5.9900,0.4900,-8.3800,-0.0500,0.0000,0.0100
-5.9800,0.5400,-8.4500,-0.0500,0.0000,-0.0100
-6.0600,0.4800,-8.5400,-0.0600,0.0500,-0.0000
-6.0100,0.5100,-8.4300,-0.0800,0.0300,-0.0100
-5.9900,0.4100,-8.4400,-0.0800,0.0200,-0.0100
-6.0500,0.4000,-8.4700,-0.0700,0.0000,0.0000
